NominalReturn_BCOMTR,Long_Nominal_Returns,Short_Nominal_Returns,Close,SMA,Buy,L_Strategy_Return,L_Strategy_Balance,L_Strategy_Peak,L_Strategy_DD,L_momentum_signal,LS_Strategy_Return,LS_Strategy_Balance,LS_Strategy_Peak,LS_Strategy_DD,LS_momentum_signal,log_Strategy_Returns,expanding_volatility,momentum_z_score,normalized_momentum_z_score,absolute_normalized_momentum_z_score,Z_Long_Nominal_Returns,Z_Short_Nominal_Returns,Z_Strategy_Return,Z_Strategy_Balance,Z_Strategy_Peak,Z_Strategy_DD
0.0172,1.0172,0.9828,183.52,169.15906666666666,True,1.0172,100.60469554946523,101.3598393312009,-0.7551437817356685,1,1.0172,94.76798518065223,100.81249619881238,-6.044511018160151,1,0.01705375456582762,0.007672576665152508,1871.722363956059,0.3204664627536822,0.3204664627536822,1.0044165312097972,0.9955834687902029,1.0044165312097972,99.79517244046029,100.33322142180054,-0.5380489813402534
-0.0054,0.9946,1.0054,182.53,169.1925,True,0.9946,100.06143019349811,101.3598393312009,-1.2984091377027909,1,0.9946,94.25623806067672,100.81249619881238,-6.556258138135661,1,-0.005414632701498842,0.0076565430840559315,1741.974132918309,0.2982515331429833,0.2982515331429833,0.9982694811011301,1.0017305188988699,0.9982694811011301,99.6224750085361,100.33322142180054,-0.7107464132644452
0.0091,1.0091,0.9909,184.19,169.23409999999998,True,1.0091,100.97198920825896,101.3598393312009,-0.3878501229419413,1,1.0091,95.11396982702888,100.81249619881238,-5.698526371783501,1,0.009058844488346146,0.007668870038647142,1950.2090822546224,0.3339046183911956,0.3339046183911956,1.002714088951601,0.9972859110483988,1.002714088951601,99.89285926728792,100.33322142180054,-0.44036215451262706
-0.0104,0.9896,1.0104,182.27,169.26703333333333,True,0.9896,99.92188052049306,101.3598393312009,-1.4379588107078405,1,0.9896,94.12478454082779,100.81249619881238,-6.687711657984593,1,-0.010454457903858873,0.007696436912005516,1689.4787569016014,0.2892635024486841,0.2892635024486841,0.9965273919687315,1.0034726080312684,0.9965273919687315,99.54597052192996,100.33322142180054,-0.7872508998705854
0.0145,1.0145,0.9855,184.92,169.30796666666666,True,1.0145,101.3707477880402,101.3707477880402,0.0,1,1.0145,95.48959391666979,100.81249619881238,-5.322902282142593,1,0.01439588028373234,0.0077740591817565055,2008.2215697521713,0.3438372649944825,0.3438372649944825,1.004194320785506,0.9958056792144941,1.004194320785506,99.96349825520345,100.33322142180054,-0.3697231665970975
-0.0067,0.9933,1.0067,183.67,169.35160000000002,True,0.9933,100.69156377786032,101.3707477880402,-0.6791840101798812,1,0.9933,94.8498136374281,100.81249619881238,-5.962682561384284,1,-0.006722545760826811,0.00776667261488183,1843.5694035260715,0.31564623492257593,0.31564623492257593,0.997696290324537,1.002303709675463,0.997696290324537,99.73321137707981,100.33322142180054,-0.600010044720733
-0.0006,0.9994,1.0006,183.56,169.40033333333332,True,0.9994,100.6311488395936,101.3707477880402,-0.7395989484465986,1,0.9994,94.79290374924564,100.81249619881238,-6.019592449566744,1,-0.0006001800720324606,0.007735514355948747,1830.4751326300168,0.3134042906283632,0.3134042906283632,0.9998106122590464,1.0001893877409536,0.9998106122590464,99.71432312947907,100.33322142180054,-0.6188982923214752
0.0053,1.0053,0.9947,184.53,169.45253333333335,True,1.0053,101.16449392844346,101.3707477880402,-0.20625385959674247,1,1.0053,95.29530613911665,100.81249619881238,-5.517190059695736,1,0.005286004429237438,0.007718616097113674,1953.3898923026852,0.33444922289761203,0.33444922289761203,1.0016610427403303,0.9983389572596697,1.0016610427403303,99.87995288202023,100.33322142180054,-0.4532685397803107
-0.0136,0.9864,1.0136,182.01,169.48963333333333,True,0.9864,99.78865681101664,101.3707477880402,-1.5820909770235687,1,0.9864,93.99928997562466,100.81249619881238,-6.81320622318772,1,-0.013693327132002454,0.00778463336604638,1608.3437816449718,0.27537192373600466,0.27537192373600466,0.9954514905685925,1.0045485094314075,0.9954514905685925,99.42564797432783,100.33322142180054,-0.9075734474727142
-0.0099,0.9901,1.0099,180.22,169.526,True,0.9901,98.80074910858757,101.3707477880402,-2.569998679452638,1,0.9901,93.06869700486598,100.81249619881238,-7.743799193946401,1,-0.009949330853668103,0.007803467988229677,1370.4163349077912,0.2346350178110064,0.2346350178110064,0.9972738179550136,1.0027261820449864,0.9972738179550136,99.15459555800908,100.33322142180054,-1.178625863791467
0.016,1.016,0.984,183.1,169.5675,True,1.016,100.38156109432497,101.3707477880402,-0.98918669371524,1,1.016,94.55779615694384,100.81249619881238,-6.254700041868546,1,0.015873349156290163,0.007899040838249426,1713.1826859878663,0.2933219864213493,0.2933219864213493,1.0037541602849762,0.9962458397150239,1.0037541602849762,99.52683780272584,100.33322142180054,-0.8063836190747082
-0.0148,0.9852,1.0148,180.4,169.60060000000001,True,0.9852,98.89591399012896,101.3707477880402,-2.474833797911245,1,0.9852,93.15834077382107,100.81249619881238,-7.654155424991316,1,-0.01491061273575424,0.007976725327193892,1353.8638422440301,0.23180097177842443,0.23180097177842443,0.995658834600964,1.004341165399036,0.995658834600964,99.09477533818118,100.33322142180054,-1.2384460836193654
0.0076,1.0076,0.9924,181.76,169.643,True,1.0076,99.64752293645395,101.3707477880402,-1.7232248515862523,1,1.0076,93.86634416370211,100.81249619881238,-6.9461520351102735,1,0.007571265496318126,0.007974096523570652,1519.5451878696626,0.2601682134852376,0.2601682134852376,1.001761687385516,0.9982383126144839,1.001761687385516,99.269349353865,100.33322142180054,-1.0638720679355487
-0.0098,0.9902,1.0098,179.98,169.68636666666666,True,0.9902,98.67097721167669,101.3707477880402,-2.6997705763635196,1,0.9902,92.94645399089782,100.81249619881238,-7.86604220791456,1,-0.009848336054814406,0.007989466722886028,1288.4005516722364,0.22059263097481063,0.22059263097481063,0.9974503515078447,1.0025496484921554,0.9974503515078447,99.01624740696768,100.33322142180054,-1.3169740148328657
0.0132,1.0132,0.9868,182.34,169.75196666666668,True,1.0132,99.97343411087083,101.3707477880402,-1.3973136771693788,1,1.0132,94.17334718357768,100.81249619881238,-6.6391490152347075,1,0.013113639145383204,0.008041210096996548,1565.440173990113,0.26802615403668273,0.26802615403668273,1.0029118227288676,0.9970881772711325,1.0029118227288676,99.30456516669446,100.33322142180054,-1.0286562551060854
-0.0027,0.9973,1.0027,181.85,169.8192,True,0.9973,99.70350583877148,101.3707477880402,-1.6672419492687283,1,0.9973,93.91907914618201,100.81249619881238,-6.893417052630369,1,-0.002703651574314823,0.008014321936136057,1501.162555718395,0.2570208189039507,0.2570208189039507,0.9992763293841009,1.000723670615899,0.9992763293841009,99.23270137085869,100.33322142180054,-1.100520050941853
0.0131,1.0131000000000001,0.9869,184.24,169.89553333333333,True,1.0131000000000001,101.00962176525941,101.3707477880402,-0.36112602278079464,1,1.0131000000000001,95.14941908299701,100.81249619881238,-5.663077115815369,1,0.013014937077494763,0.008062818308473087,1779.0884177052963,0.30460608007976947,0.30460608007976947,1.0033669727276417,0.9966330272723583,1.0033669727276417,99.56681517006459,100.33322142180054,-0.7664062517359582
-0.0012,0.9988,1.0012,184.02,169.97976666666668,True,0.9988,100.8884102191411,101.3707477880402,-0.48233756889911206,1,0.9988,95.03523978009741,100.81249619881238,-5.77725641871497,1,-0.001200720576518877,0.008033644642676691,1747.6791615536702,0.29922832341247607,0.29922832341247607,0.9996344727039043,1.0003655272960958,0.9996344727039043,99.53042078133461,100.33322142180054,-0.8028006404659322
-0.0149,0.9851,1.0149,181.27,170.05916666666667,True,0.9851,99.3851729068759,101.3707477880402,-1.985574881164311,1,0.9851,93.61921470737396,100.81249619881238,-7.193281491438427,1,-0.015012120120503621,0.008107044231557912,1382.8508903027139,0.23676400847723114,0.23676400847723114,0.9955414979811541,1.004458502018846,0.9955414979811541,99.08666419934445,100.33322142180054,-1.2465572224560901
-0.0105,0.9895,1.0105,179.38,170.1261,True,0.9895,98.3416285913537,101.3707477880402,-3.0291191966865085,1,0.9895,92.63621295294652,100.81249619881238,-8.17628324586586,1,-0.010555513939516587,0.008126803739726761,1138.6887509985718,0.1949596255206647,0.1949596255206647,0.9975139779109891,1.0024860220890108,0.9975139779109891,98.84033256341847,100.33322142180054,-1.4928888583820736
-0.001,0.999,1.001,179.2,170.19803333333334,True,0.999,98.24328696276234,101.3707477880402,-3.127460825277865,1,0.999,92.54357673999358,100.81249619881238,-8.2689194588188,1,-0.0010005003335835344,0.00809764874126416,1111.676605678664,0.19033472310684196,0.19033472310684196,0.9998050403744794,1.0001949596255206,0.9998050403744794,98.82106268919559,100.33322142180054,-1.5121587326049593
-0.0109,0.9891,1.0109,177.25,170.2669,True,0.9891,97.17243513486822,101.3707477880402,-4.198312653171982,1,0.9891,91.53485175352765,100.81249619881238,-9.277644445284736,1,-0.010959840236342012,0.008120240997305253,859.9621615069537,0.14723726725294448,0.14723726725294448,0.9979253515181354,1.0020746484818646,0.9979253515181354,98.6160437215112,100.33322142180054,-1.7171777002893407
-0.0041,0.9959,1.0041,176.52,170.3259,True,0.9959,96.77402815081527,101.3707477880402,-4.596719637224936,1,0.9959,91.15955886133818,100.81249619881238,-9.6529373374742,1,-0.004108428044543191,0.008097863584967191,764.9054512968949,0.13096206943751787,0.13096206943751787,0.999396327204263,1.000603672795737,0.999396327204263,98.55651189869332,100.33322142180054,-1.776709523107229
0.0002,1.0002,0.9998,176.56,170.38916666666665,True,1.0002,96.79338295644543,101.3707477880402,-4.577364831594778,1,1.0002,91.17779077311046,100.81249619881238,-9.634705425701924,1,0.0001999800026662447,0.0080691783030131,764.7412291074429,0.1309339520262051,0.1309339520262051,1.0000261924138876,0.9999738075861125,1.0000261924138876,98.55909333164428,100.33322142180054,-1.7741280901562675
-0.002,0.998,1.002,176.22,170.4525,True,0.998,96.59979619053254,101.3707477880402,-4.770951597507661,1,0.998,90.99543519156424,100.81249619881238,-9.817061007248142,1,-0.0020020026706730793,0.008042081556695743,717.1650721694136,0.12278816869588458,0.12278816869588458,0.9997381320959476,1.0002618679040525,0.9997381320959476,98.53328386844822,100.33322142180054,-1.799937553352322
0.0107,1.0107,0.9893,178.1,170.51956666666666,True,1.0107,97.63341400977123,101.3707477880402,-3.737333778268976,1,1.0107,91.96908634811396,100.81249619881238,-8.843409850698421,1,0.01064316009847976,0.008065086095480761,939.9073045954211,0.160925128060163,0.160925128060163,1.001313833405046,0.998686166594954,1.001313833405046,98.66274018830346,100.33322142180054,-1.6704812334970853
0.0013,1.0013,0.9987,178.33,170.5848666666667,True,1.0013,97.76033744798394,101.3707477880402,-3.610410340056262,1,1.0013,92.08864616036652,100.81249619881238,-8.72385003844586,1,0.0012991557316201288,0.008037954919450797,963.5701382936481,0.16497657585865239,0.16497657585865239,1.0002092026664782,0.9997907973335218,1.0002092026664782,98.68338069663291,100.33322142180054,-1.6498407251676355
-0.0006,0.9994,1.0006,178.22,170.64656666666664,True,0.9994,97.70168124551515,101.3707477880402,-3.6690665425250586,1,0.9994,92.03339297267028,100.81249619881238,-8.779103226142098,1,-0.0006001800720324606,0.00801027414912871,945.4649356985027,0.16187668156320278,0.16187668156320278,0.9999010140544848,1.0000989859455152,0.9999010140544848,98.67361242888802,100.33322142180054,-1.6596089929125242
0.0074,1.0074,0.9926,179.55,170.71186666666665,True,1.0074,98.42467368673196,101.3707477880402,-2.946074101308241,1,1.0074,92.71444008066806,100.81249619881238,-8.098056118144328,1,0.007372754329413157,0.008006930469573716,1103.8104260950197,0.18898790994138978,0.18898790994138978,1.0011978874435676,0.9988021125564323,1.0011978874435676,98.79181231022804,100.33322142180054,-1.5414091115725057
0.0208,1.0208,0.9792,183.29,170.79373333333334,True,1.0208,100.47190689941598,101.3707477880402,-0.8988408886242212,1,1.0208,94.64290043434595,100.81249619881238,-6.169595764466436,1,0.020586633608388312,0.008158952969494388,1531.601752502938,0.2622324862119858,0.2622324862119858,1.0039309485267809,0.9960690514732191,1.0039309485267809,99.18015783928695,100.33322142180054,-1.153063582513596
-0.0127,0.9873,1.0127,180.97,170.87673333333333,True,0.9873,99.1959136817934,101.3707477880402,-2.1748341062468057,1,0.9873,93.44093559882974,100.81249619881238,-7.371560599982644,1,-0.012781334364733152,0.008198815965969226,1231.0639375930284,0.21077570448804553,0.21077570448804553,0.9966696474251078,1.0033303525748922,0.9966696474251078,98.84985294524866,100.33322142180054,-1.4833684765518882
-0.0017,0.9983,1.0017,180.65,170.95600000000002,True,0.9983,99.02728062853436,101.3707477880402,-2.343467159505849,1,0.9983,93.28208600831172,100.81249619881238,-7.53041019050066,1,-0.0017014466397575704,0.008172363686556869,1186.1929267717412,0.20309308454800346,0.20309308454800346,0.9996416813023703,1.0003583186976297,0.9996416813023703,98.81443319468042,100.33322142180054,-1.518788227120126
-0.003,0.997,1.003,180.1,171.02470000000002,True,0.997,98.73019878664874,101.3707477880402,-2.640549001391463,1,0.997,93.00223975028679,100.81249619881238,-7.8102564485255925,1,-0.0030045090202987243,0.008148588519735279,1113.7266261537522,0.19068571872497356,0.19068571872497356,0.999390720746356,1.000609279253644,0.999390720746356,98.7542276105743,100.33322142180054,-1.5789938112262405
-0.0021,0.9979,1.0021,179.72,171.0892,True,0.9979,98.5228653691968,101.3707477880402,-2.8478824188434118,1,0.9979,92.80693504681119,100.81249619881238,-8.005561152001192,1,-0.0021022080918701985,0.008123210170861745,1062.4863592670533,0.1819125823745423,0.1819125823745423,0.9995995599906775,1.0004004400093225,0.9995995599906775,98.7146824667493,100.33322142180054,-1.6185389550512497
0.0092,1.0092,0.9908,181.37,171.15096666666668,True,1.0092,99.4292757305934,101.3707477880402,-1.941472057446802,1,1.0092,93.66075884924186,100.81249619881238,-7.151737349570524,1,0.009157937784765724,0.008130950755510315,1256.8066934125663,0.21518326753489783,0.21518326753489783,1.0016735957578458,0.9983264042421542,1.0016735957578458,98.87989094056273,100.33322142180054,-1.4533304812378134
-0.0032,0.9968,1.0032,180.8,171.21663333333336,True,0.9968,99.1111020482555,101.3707477880402,-2.259645739784702,1,0.9968,93.36104442092429,100.81249619881238,-7.451451777888096,1,-0.0032051309489483358,0.008108354463253968,1181.9126445565803,0.2023602331837636,0.2023602331837636,0.9993114135438883,1.0006885864561117,0.9993114135438883,98.81180358687925,100.33322142180054,-1.5214178349212943
0.0123,1.0123,0.9877,183.03,171.2877,True,1.0123,100.33016860344905,101.3707477880402,-1.0405791845911523,1,1.0123,94.50938526730167,100.81249619881238,-6.303110931510716,1,0.012224969622568948,0.008141980961019143,1442.1920238106527,0.24692414009023478,0.24692414009023478,1.0024890308681602,0.9975109691318397,1.0024890308681602,99.05774921614558,100.33322142180054,-1.2754722056549639
-0.0003,0.9997,1.0003,182.97,171.35713333333334,True,0.9997,100.30006955286804,101.3707477880402,-1.070678235172167,1,0.9997,94.48103245172148,100.81249619881238,-6.331463747090908,1,-0.00030004500900199243,0.008115714779942988,1430.9111374104057,0.2449926756276876,0.2449926756276876,0.999925922757973,1.0000740772420271,0.999925922757973,99.05041129128224,100.33322142180054,-1.2828101305182997
0.0132,1.0132,0.9868,185.38,171.4274333333333,True,1.0132,101.6240304709659,101.6240304709659,0.0,1,1.0132,95.7281820800842,100.81249619881238,-5.084314118728187,1,0.013113639145383204,0.008156883254281941,1710.5267087575771,0.2928672415146436,0.2928672415146436,1.0032339033182855,0.9967660966817146,1.0032339033182855,99.37073074503468,100.33322142180054,-0.9624906767658672
0.001,1.001,0.999,185.57,171.48649999999998,True,1.001,101.72565450143686,101.72565450143686,0.0,1,1.001,95.82391026216428,100.81249619881238,-4.988585936648107,1,0.0009995003330834232,0.0081311774949672,1732.0369661979473,0.29655013453849377,0.29655013453849377,1.0002928672415146,0.9997071327584853,1.0002928672415146,99.39983317683526,100.33322142180054,-0.9333882449652862
-0.0043,0.9957,1.0043,184.77,171.54623333333333,True,0.9957,101.28823418708069,101.72565450143686,-0.43742031435617434,1,0.9957,95.41186744803697,100.81249619881238,-5.400628750775411,1,-0.004309271588098403,0.008112972710298738,1629.9533030451607,0.2790718123047083,0.2790718123047083,0.9987248344214845,1.0012751655785155,0.9987248344214845,99.27308193105799,100.33322142180054,-1.0601394907425572
0.0011,1.0011,0.9989,184.96,171.61100000000002,True,1.0011,101.39965124468648,101.72565450143686,-0.3260032567503828,1,1.0011,95.51682050222982,100.81249619881238,-5.295675696582563,1,0.0010993954433010642,0.008087821107145295,1650.5063382530352,0.28259081388783047,0.28259081388783047,1.0003069789935353,0.9996930210064648,1.0003069789935353,99.30355668183432,100.33322142180054,-1.029664739966222
0.025,1.025,0.975,189.58,171.68550000000002,True,1.025,103.93464252580364,103.93464252580364,0.0,1,1.025,97.90474101478556,100.81249619881238,-2.9077551840268256,1,0.024692612590371414,0.008292438259444423,2157.929844050342,0.36946966667790465,0.36946966667790465,1.0070647703471958,0.9929352296528042,1.0070647703471958,100.00511350445123,100.33322142180054,-0.328107917349314
0.0071,1.0071,0.9929,190.92,171.76743333333334,True,1.0071,104.67257848773686,104.67257848773686,0.0,1,1.0071,98.59986467599055,100.81249619881238,-2.2126315228218374,1,0.007074913671961985,0.008284070204603623,2311.975417111166,0.3958446818516399,0.3958446818516399,1.0026232346334132,0.9973767653665869,1.0026232346334132,100.26745038171453,100.33322142180054,-0.06577104008601964
-0.0057,0.9943,1.0057,189.84,171.8452,True,0.9943,104.07594479035676,104.67257848773686,-0.5966336973800992,1,0.9943,98.03784544733739,100.81249619881238,-2.7746507514749936,1,-0.005716306996109192,0.008271815371201955,2175.4354023239307,0.37246689247230186,0.37246689247230186,0.9977436853134456,1.0022563146865544,0.9977436853134456,100.04121546083489,100.33322142180054,-0.29200596096565334
-0.0113,0.9887,1.0113,187.7,171.91336666666666,True,0.9887,102.89988661422574,104.67257848773686,-1.7726918735111212,1,0.9887,96.93001779378248,100.81249619881238,-3.8824784050299,1,-0.011364330079049759,0.008296082134692243,1902.9022467505933,0.32580494710919444,0.32580494710919444,0.995791124115063,1.004208875884937,0.995791124115063,99.620154401582,100.33322142180054,-0.7130670202185456
0.0165,1.0165,0.9835,190.8,171.98446666666666,True,1.0165,104.59773474336045,104.67257848773686,-0.07484374437640895,1,1.0165,98.52936308737989,100.81249619881238,-2.283133111432491,1,0.01636535408626423,0.008366247796120342,2248.981119356592,0.38505907129417416,0.38505907129417416,1.0053757816273017,0.9946242183726983,1.0053757816273017,100.15569059732297,100.33322142180054,-0.1775308244775715
-0.004,0.996,1.004,190.04,172.05413333333334,True,0.996,104.179343804387,104.67257848773686,-0.4932346833498542,1,0.996,98.13524563503037,100.81249619881238,-2.6772505637820103,1,-0.004008021397538822,0.008347470924103612,2154.648615155021,0.36890786889181426,0.36890786889181426,0.9984597637148233,1.0015402362851766,0.9984597637148233,100.00142716849803,100.33322142180054,-0.3317942533025189
-0.005,0.995,1.005,189.09,172.11846666666668,True,0.995,103.65844708536507,104.67257848773686,-1.0141314023717882,1,0.995,97.64456940685523,100.81249619881238,-3.167926791957157,1,-0.005012541823544286,0.00833223459977379,2036.8525549909602,0.3487393381609336,0.3487393381609336,0.998155460655541,1.001844539344459,0.998155460655541,99.81697060158368,100.33322142180054,-0.5162508202168681
0.0059,1.0059,0.9941,190.22,172.19503333333333,True,1.0059,104.27003192316873,104.67257848773686,-0.40254656456812654,1,1.0059,98.22067236635567,100.81249619881238,-2.5918238324567113,1,0.005882663158155512,0.008318750044812995,2166.787867115422,0.37098629898423213,0.37098629898423213,1.0020575620951495,0.9979424379048505,1.0020575620951495,100.02235021674615,100.33322142180054,-0.31087120505439714
0.0119,1.0119,0.9881,192.48,172.28056666666666,True,1.0119,105.51084530305444,105.51084530305444,0.0,1,1.0119,99.3894983675153,100.81249619881238,-1.4229978312970815,1,0.011829751753577221,0.00834165904935572,2421.512700749075,0.41459918067062823,0.41459918067062823,1.0044147369579124,0.9955852630420876,1.0044147369579124,100.46392258286528,100.46392258286528,0.0
-0.0127,0.9873,1.0127,190.03,172.3556,True,0.9873,104.17085756770564,105.51084530305444,-1.3399877353487994,1,0.9873,98.12725173824785,100.81249619881238,-2.685244460564533,1,-0.012781334364733152,0.0083773992728783,2109.7717112780556,0.3612242399683276,0.3612242399683276,0.994734590405483,1.005265409594517,0.994734590405483,99.93493888099464,100.46392258286528,-0.5289837018706436
-0.0126,0.9874,1.0126,187.64,172.41819999999998,True,0.9874,102.85830476235253,105.51084530305444,-2.6525405407019065,1,0.9874,96.89084836634594,100.81249619881238,-3.921647832466448,1,-0.012680053157374483,0.008410959003374475,1809.757959097532,0.30985718599290285,0.30985718599290285,0.9954485745763991,1.004551425423601,0.9954485745763991,99.48009245946568,100.46392258286528,-0.9838301233995992
0.0003,1.0003,0.9997,187.7,172.4781,True,1.0003,102.88916225378124,105.51084530305444,-2.6216830492732015,1,1.0003,96.91991562085583,100.81249619881238,-3.8925805779565508,1,0.00029995500899794244,0.008386335826288819,1815.0835257853107,0.3107690064328414,0.3107690064328414,1.000092957155798,0.9999070428442022,1.000092957155798,99.48933984591923,100.46392258286528,-0.9745827369460471
0.0025,1.0025,0.9975,188.17,172.53806666666665,True,1.0025,103.1463851594157,105.51084530305444,-2.3644601436387376,1,1.0025,97.16221540990797,100.81249619881238,-3.6502807889044107,1,0.002496880198587146,0.008363799685196342,1868.999010222753,0.3200001819342325,0.3200001819342325,1.000776922516082,0.9992230774839179,1.000776922516082,99.56663535415568,100.46392258286528,-0.897287228709601
-0.0152,0.9848,1.0152,185.32,172.58716666666666,True,0.9848,101.57856010499258,105.51084530305444,-3.9322851980618623,1,0.9848,95.68534973567738,100.81249619881238,-5.127146463135006,1,-0.015316704111893288,0.008421922937794288,1511.8677085245422,0.2588537087565387,0.2588537087565387,0.9951359972345997,1.0048640027654003,0.9951359972345997,99.08234296445146,100.46392258286528,-1.3815796184138236
-0.0224,0.9776,1.0224,181.16,172.62256666666664,True,0.9776,99.30320035864074,105.51084530305444,-6.207644944413701,1,0.9776,93.54199790159821,100.81249619881238,-7.270498297214175,1,-0.02265469056480615,0.008571888497846132,995.9804464883747,0.17052572831682675,0.17052572831682675,0.9942016769238535,1.0057983230761465,0.9942016769238535,98.50783152880201,100.46392258286528,-1.9560910540632648
0.0232,1.0232,0.9768,185.36,172.6658,True,1.0232,101.60703460696121,105.51084530305444,-3.903810696093231,1,1.0232,95.7121722529153,100.81249619881238,-5.100323945897088,1,0.02293497128249599,0.008721039772497276,1455.5833170297572,0.24921693925889613,0.24921693925889613,1.0039561968969504,0.9960438031030496,1.0039561968969504,98.89754790622158,100.46392258286528,-1.5663746766437043
0.0125,1.0125,0.9875,187.68,172.73069999999998,True,1.0125,102.87712253954821,105.51084530305444,-2.6337227635062277,1,1.0125,96.90857440607672,100.81249619881238,-3.903921792735659,1,0.01242251999855711,0.008745489440657608,1709.3725973186843,0.2926696395575853,0.2926696395575853,1.0031152117407363,0.9968847882592639,1.0031152117407363,99.20563470858906,100.46392258286528,-1.2582878742762205
0.009,1.009,0.991,189.35,172.80440000000002,True,1.009,103.80301664240415,105.51084530305444,-1.7078286606502928,1,1.009,97.7807515757314,100.81249619881238,-3.031744623080982,1,0.008959741371471801,0.008745654939228716,1891.865173617191,0.3239152272971738,0.3239152272971738,1.0026340267560183,0.9973659732439817,1.0026340267560183,99.46694500475927,100.46392258286528,-0.9969775781060122
0.009,1.009,0.991,191.06,172.88193333333334,True,1.009,104.73724379218577,105.51084530305444,-0.7736015108686729,1,1.009,98.66077833991298,100.81249619881238,-2.151717858899403,1,0.008959741371471801,0.008745542262204037,2078.5522637318386,0.35587898150756037,0.35587898150756037,1.0029152370456744,0.9970847629543255,1.0029152370456744,99.7569147276572,100.46392258286528,-0.7070078552080759
0.0003,1.0003,0.9997,191.12,172.95663333333331,True,1.0003,104.76866496532342,105.51084530305444,-0.7421803377310141,1,1.0003,98.69037657341495,100.81249619881238,-2.1221196253974313,1,0.00029995500899794244,0.008721079704447332,2082.697014843729,0.3565886278238768,0.3565886278238768,1.0001067636944523,0.9998932363055477,1.0001067636944523,99.76756514442069,100.46392258286528,-0.6963574384445934
0.0061,1.0061,0.9939,192.29,173.0437333333333,True,1.0061,105.40775382161189,105.51084530305444,-0.1030914814425472,1,1.0061,99.29238787051278,100.81249619881238,-1.5201083282995995,1,0.006081470315867954,0.008707583071162681,2210.288033932799,0.37843420895705115,0.37843420895705115,1.0021751906297256,0.9978248093702744,1.0021751906297256,99.98457861727337,100.46392258286528,-0.4793439655919087
-0.0127,0.9873,1.0127,189.85,173.12096666666667,True,0.9873,104.0690753480774,105.51084530305444,-1.4417699549770333,1,0.9873,98.03137454455725,100.81249619881238,-2.7811216542551307,1,-0.012781334364733152,0.008737392434109368,1914.6482728675292,0.3278160507774767,0.3278160507774767,0.9951938855462454,1.0048061144537546,0.9951938855462454,99.50404128882833,100.46392258286528,-0.959881294036947
0.0103,1.0103,0.9897,191.79,173.20206666666664,True,1.0103,105.1409868241626,105.51084530305444,-0.3698584788918424,1,1.0103,99.0410977023662,100.81249619881238,-1.7713984964461815,1,0.010247316451549499,0.008744832529032076,2125.590544086813,0.3639326719412284,0.3639326719412284,1.003376505323008,0.996623494676992,1.003376505323008,99.84001721390085,100.46392258286528,-0.6239053689644294
-0.0094,0.9906,1.0094,189.99,173.2694,True,0.9906,104.15266154801547,105.51084530305444,-1.358183755038965,1,0.9906,98.11011138396395,100.81249619881238,-2.702384814848429,1,-0.009444458827999689,0.008750286659862947,1910.8631122562456,0.3271679719877136,0.3271679719877136,0.9965790328837525,1.0034209671162475,0.9965790328837525,99.49846779812651,100.46392258286528,-0.9654547847387676
0.0037,1.0037,0.9963,190.7,173.3424,True,1.0037,104.53802639574315,105.51084530305444,-0.972818907311293,1,1.0037,98.47311879608463,100.81249619881238,-2.3393774027277487,1,0.0036931718376176067,0.008730209130671213,1988.2227035110523,0.3404131458193164,0.3404131458193164,1.0012105214963545,0.9987894785036454,1.0012105214963545,99.61891283225047,100.46392258286528,-0.8450097506148069
0.0113,1.0113,0.9887,192.86,173.4107,True,1.0113,105.71930609401505,105.71930609401505,0.0,1,1.0113,99.5858650384804,100.81249619881238,-1.2266311603319764,1,0.011236631925987768,0.008743839074315333,2224.3433158704324,0.3808406933954572,0.3808406933954572,1.0038466685477583,0.9961533314522417,1.0038466685477583,100.00211377100416,100.46392258286528,-0.46180881186111833
0.0218,1.0218,0.9782,197.07,173.49363333333332,True,1.0218,108.0239869668646,108.0239869668646,0.0,1,1.0218,101.75683689631927,101.75683689631927,0.0,1,0.021565777914560585,0.00885789242296848,2661.6226006011593,0.4557097567562018,0.4557097567562018,1.008302327116021,0.991697672883979,1.008302327116021,100.83236403182458,100.83236403182458,0.0
0.0041,1.0041,0.9959,197.87,173.57583333333332,True,1.0041,108.46688531342875,108.46688531342875,0.0,1,1.0041,102.17403992759418,102.17403992759418,0.0,1,0.0040916179032535575,0.008838250045934104,2748.753038260422,0.47062785254886613,0.47062785254886613,1.0018684100027004,0.9981315899972996,1.0018684100027004,101.02076022937759,101.02076022937759,0.0
-0.009,0.991,1.009,196.1,173.64546666666666,True,0.991,107.49068334560788,108.46688531342875,-0.9762019678208702,1,0.991,101.25447356824581,102.17403992759418,-0.9195663593483658,1,-0.00904074465214907,0.008841604428144554,2539.6446443426225,0.434825219906124,0.434825219906124,0.9957643493270601,1.0042356506729397,0.9957643493270601,100.59287157833113,101.02076022937759,-0.4278886510464588
0.0001,1.0001,0.9999,196.13,173.71726666666666,True,1.0001,107.50143241394244,108.46688531342875,-0.9654528994863085,1,1.0001,101.26459901560263,102.17403992759418,-0.9094409119915525,1,9.999500033329732e-05,0.00881820668325455,2541.643005022131,0.4351673705580212,0.4351673705580212,1.0000434825219906,0.9999565174780094,1.0000434825219906,100.59724561008163,101.02076022937759,-0.4235146192959576
